state,2005,2006,2007,2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,YEAROW
New Jersey,8.889730068,9.234447067,8.909128503,8.556083807,6.245532709,6.336542293,6.270173262,5.001907327,3.874326668,3.902555973,3.420077454,5.574282084,6.476945665,5.533642229
New Mexico,1.717760498,1.874125231,1.432546444,0.8800175299,1.591789198,2.21081833,3.596445889,1.673616825,2.260979665,2.426519781,6.412825651,2.493876642,1.774768327,7.691255897
New York,3.202332518,3.501652624,2.841342677,3.133069592,3.35626331,3.677387269,2.932976208,3.33292982,2.8229806,2.609075835,3.037749627,2.839635521,2.713353856,3.261286863
North Carolina,1.584327173,1.899810464,0.9311314375,1.951347469,1.310985333,1.384400512,1.336003407,1.408046422,1.852277854,2.050142342,2.024968051,2.239147364,1.955458716,2.837444844
North Dakota,2.286630948,2.764430761,3.16138189,3.253826093,2.123364441,1.971695552,4.799184139,8.534550026,6.737769957,7.128778748,1.060158706,2.25283725,1.314665089,2.624458377
Ohio,2.551086073,4.023650327,4.111915991,4.378646344,3.537480067,3.051335145,2.803777954,4.602915159,4.845794847,4.909409897,5.235017236,4.627013266,3.990144548,4.398366644
Oklahoma,1.381104906,2.101005276,1.015824626,1.575178233,1.831042197,1.615625468,1.002457604,1.160376694,0.9494519481,1.214754355,0.8937438188,1.251241346,0.6903809771,0.7602229075
Oregon,4.399816858,4.647943646,5.297325645,9.098570644,5.082036856,4.899448706,6.19555553,4.913335316,2.273521373,2.226663021,3.126177922,4.330525154,3.463754057,5.05414219
Pennsylvania,1.098154046,0.9357947108,0.7820158511,0.66194094,0.4186647706,0.5450541353,0.4775032691,0.8738954557,0.4621300002,0.5615146407,0.5262918107,0.7305244537,0.5899838211,0.3972827449
Rhode Island,1.393807222,1.890659386,4.472833721,3.513072904,3.610221487,1.995122401,1.902402925,0.7589196778,0.4733512702,1.798516886,1.226832912,1.038089387,1.420076665,1.984260093
South Carolina,2.891142831,2.904002964,3.394139036,3.974382143,3.164177694,2.795746045,3.363172744,1.225824253,1.243203562,1.397620642,0.4603192775,1.881304873,2.479759217,1.613637043
South Dakota,2.249959219,11.75019968,5.673692832,6.76069086,8.014636384,7.738269612,3.14531635,2.318141778,2.301342961,2.540208322,2.628012359,2.377725468,3.223646688,2.474261786
Tennessee,2.632921004,3.914714453,4.58610927,4.748855431,2.915173953,2.568504618,2.529924557,3.757720006,3.33318233,4.420258979,2.829071659,2.6652833,3.072459733,2.22526928
Texas,1.370414382,1.222812676,1.213722403,1.122308539,0.737529865,0.8053028796,0.737438122,0.5980070838,0.6024022267,0.7859999836,0.797241147,0.7794455857,1.795605636,1.938677619
Utah,2.547961261,1.717666081,2.37569633,2.038459914,1.986260959,2.464434894,2.846739132,2.972945174,1.954980836,1.857878899,2.35576964,3.075588141,1.173254491,1.104848498
Vermont,6.97310705,4.255966948,3.461433858,4.11701546,4.55291956,3.57729394,1.453293567,2.075662695,2.39600538,1.280832028,4.168958258,5.772403741,7.607214175,5.885496863
Virginia,4.363355213,5.045167216,4.570123263,3.742424761,2.124728035,2.549673642,2.052596423,1.513523876,1.563193966,2.187501189,1.77142814,2.527237479,1.86837037,2.167894906
Washington,3.597792293,3.339901807,3.548408707,4.720624,4.049137474,4.480846984,3.693645523,4.878223102,5.12323402,4.476726925,6.516889967,8.288077904,8.904507579,8.751031442
West Virginia,2.976518248,2.193408866,2.8714565,2.807265681,1.576170175,2.101560233,1.242682964,3.822356295,1.873532539,3.022143057,3.016860479,2.136942839,3.240593067,2.285746214
Wisconsin,1.115406582,1.839499228,1.403704037,1.734337999,1.073489697,1.900604709,1.499145663,1.158601906,1.11096139,0.8314491575,0.7282519266,0.8322879161,1.022927445,1.428399578
Wyoming,0.7890251857,1.356092439,4.355986356,2.224281742,3.040459574,0.3577011264,0.5347593583,0.1725786355,0,0.3594239153,0.7231324652,4.158011675,0,1.170245342
